date,district,crop,era5_sm_m3m3,downscaled_sm_m3m3,downscaled_sm_mm,VV,VH,delta_VV,NDVI,NDWI,EVI,TWI,slope
2016-10-01,Muzaffarnagar,Rice,0.2247530619303385,0.2124265464128447,63.72796392385341,-9.93818775372173,-16.24931417064493,-0.964200758806424,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-02,Muzaffarnagar,Rice,0.2325483957926432,0.2124265464128447,63.72796392385341,-9.93818775372173,-16.24931417064493,-0.964200758806424,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-03,Muzaffarnagar,Rice,0.2520694732666015,0.2124265464128447,63.72796392385341,-9.93818775372173,-16.24931417064493,-0.964200758806424,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-04,Muzaffarnagar,Rice,0.256994883219401,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-05,Muzaffarnagar,Rice,0.2723547617594401,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-06,Muzaffarnagar,Rice,0.2640399932861328,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-07,Muzaffarnagar,Rice,0.2489871978759765,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-08,Muzaffarnagar,Rice,0.2327919006347656,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-09,Muzaffarnagar,Rice,0.2193756103515625,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-10,Muzaffarnagar,Rice,0.2076772054036458,0.2309550123032014,69.28650369096042,-9.17729292804861,-15.927634697036192,-0.2033059331333042,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-11,Muzaffarnagar,Rice,0.1964651743570963,0.19587142461694002,58.761427385082,-9.455446300989909,-16.050625464440646,-0.4814593060746031,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-12,Muzaffarnagar,Rice,0.1865406036376953,0.19587142461694002,58.761427385082,-9.455446300989909,-16.050625464440646,-0.4814593060746031,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-13,Muzaffarnagar,Rice,0.1783771514892578,0.19587142461694002,58.761427385082,-9.455446300989909,-16.050625464440646,-0.4814593060746031,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-14,Muzaffarnagar,Rice,0.171630859375,0.19587142461694002,58.761427385082,-9.455446300989909,-16.050625464440646,-0.4814593060746031,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-15,Muzaffarnagar,Rice,0.1668790181477864,0.19587142461694002,58.761427385082,-9.455446300989909,-16.050625464440646,-0.4814593060746031,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-16,Muzaffarnagar,Rice,0.163187026977539,0.15436867988571892,46.31060396571568,-8.734103676978357,-15.498844314586336,0.2398833179369486,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
2016-10-17,Muzaffarnagar,Rice,0.1598561604817708,0.15436867988571892,46.31060396571568,-8.734103676978357,-15.498844314586336,0.2398833179369486,0.2878882532656818,-0.2638975775148307,2.183676458713782,5.65400008608828,6.0
