date,district,crop,era5_sm_m3m3,downscaled_sm_m3m3,downscaled_sm_mm,VV,VH,delta_VV,NDVI,NDWI,EVI,TWI,slope
2016-03-02,Meerut,Wheat,0.1528205871582031,0.1929359995532393,173.6423995979154,-6.897899973846199,-12.150820606876012,0.4740924509288247,0.1126241822387212,-0.180635094069413,0.3579348108799532,10.308952660644293,0.0
2016-03-03,Meerut,Wheat,0.1502997080485026,0.1929359995532393,173.6423995979154,-6.897899973846199,-12.150820606876012,0.4740924509288247,0.1126241822387212,-0.180635094069413,0.3579348108799532,10.308952660644293,0.0
2016-10-01,Meerut,Rice,0.2109152475992838,0.18539243727819874,55.61773118345962,-7.945086223952469,-12.34956306169471,-0.5730937991774452,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-02,Meerut,Rice,0.2148278554280599,0.18539243727819874,55.61773118345962,-7.945086223952469,-12.34956306169471,-0.5730937991774452,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-03,Meerut,Rice,0.2458337148030599,0.18539243727819874,55.61773118345962,-7.945086223952469,-12.34956306169471,-0.5730937991774452,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-04,Meerut,Rice,0.2467473347981771,0.19744679507153876,59.23403852146163,-7.519565008693722,-12.393562480412118,-0.1475725839186985,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-05,Meerut,Rice,0.2808024088541667,0.19744679507153876,59.23403852146163,-7.519565008693722,-12.393562480412118,-0.1475725839186985,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-06,Meerut,Rice,0.2653605143229167,0.19744679507153876,59.23403852146163,-7.519565008693722,-12.393562480412118,-0.1475725839186985,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-07,Meerut,Rice,0.2490787506103515,0.19744679507153876,59.23403852146163,-7.519565008693722,-12.393562480412118,-0.1475725839186985,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
2016-10-08,Meerut,Rice,0.2326685587565104,0.19744679507153876,59.23403852146163,-7.519565008693722,-12.393562480412118,-0.1475725839186985,0.1714718843900549,-0.267720165692036,0.6447106299890785,10.308952660644293,0.0
