date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2
01-01-2015,Baghpat,28.94,15.54,0,1.14,7.78
02-01-2015,Baghpat,28.94,16.4,4.1,1.06,3.06
03-01-2015,Baghpat,28.94,14.3,11.06,1,4.97
04-01-2015,Baghpat,28.94,13.26,0.04,2.46,7.59
05-01-2015,Baghpat,28.94,12.96,0.03,4.19,12.95
06-01-2015,Baghpat,28.94,13.06,0,2.56,9.12
07-01-2015,Baghpat,28.94,12.35,0,2.11,6.11
08-01-2015,Baghpat,28.94,11.89,0,2.17,5.62
09-01-2015,Baghpat,28.94,11.12,0,1.77,7.19
10-01-2015,Baghpat,28.94,10.92,0,2.41,11.09
11-01-2015,Baghpat,28.94,11.67,0,2.25,8.26
12-01-2015,Baghpat,28.94,12.05,0,1.67,7.91
13-01-2015,Baghpat,28.94,12.23,0,1.57,9.49
14-01-2015,Baghpat,28.94,11.24,2.34,1.53,4.77
15-01-2015,Baghpat,28.94,11.57,0,1.61,9.94
16-01-2015,Baghpat,28.94,12.7,0,1.55,11.06
17-01-2015,Baghpat,28.94,13.29,0,2.23,11.38
18-01-2015,Baghpat,28.94,12.8,0,2.13,10.6
19-01-2015,Baghpat,28.94,12.82,0,1.66,8.79
20-01-2015,Baghpat,28.94,12.04,0,1.14,7.37
21-01-2015,Baghpat,28.94,13.47,2.61,1.34,8.36
22-01-2015,Baghpat,28.94,12.27,6.15,1.42,1.79
23-01-2015,Baghpat,28.94,13.25,2.72,1.27,9.57
24-01-2015,Baghpat,28.94,13.51,0,1.96,7.97
25-01-2015,Baghpat,28.94,12.41,0,1.68,8.52
26-01-2015,Baghpat,28.94,12.3,3.04,0.86,6.66
27-01-2015,Baghpat,28.94,12.88,0,2.09,8.87
28-01-2015,Baghpat,28.94,10.91,0,2.17,12.32
29-01-2015,Baghpat,28.94,10.47,0,2.23,15.11
30-01-2015,Baghpat,28.94,11.47,0,2.98,16.67
31-01-2015,Baghpat,28.94,12.64,0,2.56,16.11
01-02-2015,Baghpat,28.94,15.02,0,1.21,14.24
02-02-2015,Baghpat,28.94,15.9,0.11,1.86,12.01
03-02-2015,Baghpat,28.94,15.66,2.13,2.68,13.42
04-02-2015,Baghpat,28.94,14.43,0.45,2.31,10.8
05-02-2015,Baghpat,28.94,13.69,0,2.15,17.22
06-02-2015,Baghpat,28.94,14.26,0,1.36,16.63
07-02-2015,Baghpat,28.94,16.51,0,1.22,15.03
08-02-2015,Baghpat,28.94,17.21,0,1.85,14.42
09-02-2015,Baghpat,28.94,16.17,0,2.17,16.61
10-02-2015,Baghpat,28.94,15.37,0,2.19,17.01
11-02-2015,Baghpat,28.94,15.1,0,1.63,15.59
12-02-2015,Baghpat,28.94,14.98,0,2.1,15.61
13-02-2015,Baghpat,28.94,15.99,0,2.34,17.88
14-02-2015,Baghpat,28.94,19.16,0,1.42,17.43
15-02-2015,Baghpat,28.94,20.2,0,1.25,16.8
16-02-2015,Baghpat,28.94,19.28,0,1.82,14.02
17-02-2015,Baghpat,28.94,19.72,0,0.97,15.62
18-02-2015,Baghpat,28.94,20.52,0,1.1,14.42
19-02-2015,Baghpat,28.94,21.9,0.02,1.36,15.76
20-02-2015,Baghpat,28.94,21.28,3.18,1.34,16.76
21-02-2015,Baghpat,28.94,21.59,0,2.77,17.31
22-02-2015,Baghpat,28.94,21.88,0,3.28,18.88
23-02-2015,Baghpat,28.94,20.8,0,1.42,17.13
24-02-2015,Baghpat,28.94,21.35,0,1.13,12.47
25-02-2015,Baghpat,28.94,20.75,2.38,1.88,11.68
26-02-2015,Baghpat,28.94,15.96,0.26,1.68,18.9
27-02-2015,Baghpat,28.94,16.11,0.19,1.62,19.84
28-02-2015,Baghpat,28.94,18.12,0.56,1.15,17.46
01-03-2015,Baghpat,28.94,15.92,34.12,4.2,3.92
02-03-2015,Baghpat,28.94,16.48,31.16,2.68,9.87
03-03-2015,Baghpat,28.94,15.76,4.36,1.5,12.82
04-03-2015,Baghpat,28.94,15.38,0.01,2.2,20.05
05-03-2015,Baghpat,28.94,16.7,0.02,1.58,20.74
06-03-2015,Baghpat,28.94,18.03,0.1,1.94,19.83
07-03-2015,Baghpat,28.94,19.52,2.9,1.27,14.39
08-03-2015,Baghpat,28.94,19.73,2.61,1.68,16.2
09-03-2015,Baghpat,28.94,15.77,3.02,2.3,21.02
10-03-2015,Baghpat,28.94,16.69,0,2.42,22.51
11-03-2015,Baghpat,28.94,18.09,0,1.85,21.3
12-03-2015,Baghpat,28.94,20.4,0,1.92,20.38
13-03-2015,Baghpat,28.94,21.16,0.06,1.19,12.93
14-03-2015,Baghpat,28.94,21.55,0.58,0.99,12.69
15-03-2015,Baghpat,28.94,19.15,3.95,3.23,5.12
16-03-2015,Baghpat,28.94,18.99,4.87,2.15,17.9
17-03-2015,Baghpat,28.94,19.91,0,2.61,21.57
18-03-2015,Baghpat,28.94,19.58,0,3.18,22.53
19-03-2015,Baghpat,28.94,20.12,0,2.08,23.4
20-03-2015,Baghpat,28.94,21.86,0,1.96,23.04
21-03-2015,Baghpat,28.94,23.21,0,2.07,22.58
22-03-2015,Baghpat,28.94,24.59,0,2.86,22.81
23-03-2015,Baghpat,28.94,24.99,0,2.52,23.18
24-03-2015,Baghpat,28.94,26.36,0,1.46,24.01
25-03-2015,Baghpat,28.94,27.39,0,0.98,22.14
26-03-2015,Baghpat,28.94,27.24,0,1.59,21.19
27-03-2015,Baghpat,28.94,27.43,0.01,2.32,22.75
28-03-2015,Baghpat,28.94,26.7,0,2.01,24.44
29-03-2015,Baghpat,28.94,23.86,4.42,2.57,9.97
30-03-2015,Baghpat,28.94,20.6,8.42,2.9,18.72
31-03-2015,Baghpat,28.94,24.23,0.05,1.53,21.55
01-04-2015,Baghpat,28.94,26.29,0.42,1.21,20.62
02-04-2015,Baghpat,28.94,26.88,0.41,1.33,22.75
03-04-2015,Baghpat,28.94,24,8.09,2.12,16.22
04-04-2015,Baghpat,28.94,20.12,15.16,0.96,15.96
05-04-2015,Baghpat,28.94,22.77,0.01,1.18,24.32
06-04-2015,Baghpat,28.94,23.75,0,1.83,24.36
07-04-2015,Baghpat,28.94,24.98,0.25,1.12,20.42
08-04-2015,Baghpat,28.94,24.56,0.48,1.8,24.45
09-04-2015,Baghpat,28.94,24.56,0.05,2.63,26.76
10-04-2015,Baghpat,28.94,25.56,0,2.49,26.52
11-04-2015,Baghpat,28.94,28.04,0,1.19,23.84
12-04-2015,Baghpat,28.94,26.7,1.8,0.91,12.12
13-04-2015,Baghpat,28.94,25.06,1.62,1.62,17.2
14-04-2015,Baghpat,28.94,25.48,1.57,1.04,21.53
15-04-2015,Baghpat,28.94,27.05,2.12,0.96,21.63
16-04-2015,Baghpat,28.94,27,0.58,1.71,15.88
17-04-2015,Baghpat,28.94,27.35,0.1,3.57,24.34
18-04-2015,Baghpat,28.94,29.82,0,3.18,24.4
19-04-2015,Baghpat,28.94,31.62,0,1.84,25.15
20-04-2015,Baghpat,28.94,31.1,0.09,2.11,22.73
21-04-2015,Baghpat,28.94,30.43,0,2.34,24.2
22-04-2015,Baghpat,28.94,29.31,0,2.9,27.22
23-04-2015,Baghpat,28.94,30.59,0,1.69,26.97
24-04-2015,Baghpat,28.94,33.37,0,0.91,26.54
25-04-2015,Baghpat,28.94,32,0,1.5,26.88
26-04-2015,Baghpat,28.94,28.49,0.09,2.87,25.33
27-04-2015,Baghpat,28.94,29.74,2.86,2.47,23.66
28-04-2015,Baghpat,28.94,31.3,0.2,1.77,23.56
29-04-2015,Baghpat,28.94,31.55,0.13,1.47,25.47
30-04-2015,Baghpat,28.94,31.74,0,1.89,25.59
01-05-2015,Baghpat,28.94,31.32,1.63,1,25.17
02-05-2015,Baghpat,28.94,30.64,0.15,1.97,25.84
03-05-2015,Baghpat,28.94,31.1,0,1.59,26.52
04-05-2015,Baghpat,28.94,31.74,0,1.7,27.72
05-05-2015,Baghpat,28.94,31.75,0,2.06,26.76
06-05-2015,Baghpat,28.94,32.88,0,3.27,27
07-05-2015,Baghpat,28.94,33.66,0,2.98,26.45
08-05-2015,Baghpat,28.94,34.44,0,3.31,26.4
09-05-2015,Baghpat,28.94,34.55,0,1.5,25.04
10-05-2015,Baghpat,28.94,34.85,0,1.58,26.03
11-05-2015,Baghpat,28.94,36.02,0.1,1.43,23.26
12-05-2015,Baghpat,28.94,35.02,0.88,1.13,25.52
13-05-2015,Baghpat,28.94,33.77,0.18,1.81,16.08
14-05-2015,Baghpat,28.94,32.75,0.96,1.47,25.87
15-05-2015,Baghpat,28.94,33.25,0.11,2.64,22.83
16-05-2015,Baghpat,28.94,34.01,1.22,1.19,26.78
17-05-2015,Baghpat,28.94,34.79,0,1.6,27.32
18-05-2015,Baghpat,28.94,36.91,0,1.52,26.81
19-05-2015,Baghpat,28.94,37.85,0,2.81,18.29
20-05-2015,Baghpat,28.94,36.09,0.48,4.25,27.18
21-05-2015,Baghpat,28.94,36.23,0,4.21,27.91
22-05-2015,Baghpat,28.94,36.88,0,3.93,28.57
23-05-2015,Baghpat,28.94,36.86,0,3.97,26.9
24-05-2015,Baghpat,28.94,37.17,0.04,2.45,25.86
25-05-2015,Baghpat,28.94,37.44,0,2.56,25.01
26-05-2015,Baghpat,28.94,36.42,0,3.38,26.79
27-05-2015,Baghpat,28.94,35.32,0.28,3.33,30.25
28-05-2015,Baghpat,28.94,35.25,0,2.66,26.19
29-05-2015,Baghpat,28.94,36.64,0.04,2.98,25.58
30-05-2015,Baghpat,28.94,36.9,0,3,27.41
31-05-2015,Baghpat,28.94,36.31,0,2.33,24.38
01-06-2015,Baghpat,28.94,35.92,0.33,1.77,16.41
02-06-2015,Baghpat,28.94,34.27,1.16,1.35,24.41
03-06-2015,Baghpat,28.94,34.81,0.31,1.28,21.2
04-06-2015,Baghpat,28.94,34.99,0.11,1.78,25.86
05-06-2015,Baghpat,28.94,35,0.51,2.07,27.09
06-06-2015,Baghpat,28.94,35.28,0,2.45,26.81
07-06-2015,Baghpat,28.94,36.41,0,2.4,27.36
08-06-2015,Baghpat,28.94,37.98,0,2.67,27.42
09-06-2015,Baghpat,28.94,38.92,0,4.25,20.22
10-06-2015,Baghpat,28.94,36.84,0,5.57,23.35
11-06-2015,Baghpat,28.94,37.82,0.13,4.6,23.92
12-06-2015,Baghpat,28.94,37.52,0,4.22,25.66
13-06-2015,Baghpat,28.94,35.46,11.69,2.92,19.52
14-06-2015,Baghpat,28.94,32.48,6.73,1.88,12.94
15-06-2015,Baghpat,28.94,33.75,0,1.49,20.45
16-06-2015,Baghpat,28.94,34.3,0.02,1.68,24.57
17-06-2015,Baghpat,28.94,35.17,0,2.05,24.35
18-06-2015,Baghpat,28.94,36.02,0.63,1.38,24.47
19-06-2015,Baghpat,28.94,37.16,0.14,1.64,21.42
20-06-2015,Baghpat,28.94,36.39,2.64,1.9,21.6
21-06-2015,Baghpat,28.94,35.23,8.84,0.84,18.84
22-06-2015,Baghpat,28.94,35.52,0.27,0.85,22.92
23-06-2015,Baghpat,28.94,36.06,2.69,1.35,23.98
24-06-2015,Baghpat,28.94,34.07,1.85,1.7,18.63
25-06-2015,Baghpat,28.94,28.59,36.34,1.68,8.8
26-06-2015,Baghpat,28.94,32.12,0,3.49,25.17
27-06-2015,Baghpat,28.94,33.08,0.44,3.74,23.9
28-06-2015,Baghpat,28.94,34.18,0.02,2.79,24.31
29-06-2015,Baghpat,28.94,33.38,8.32,1.78,19.52
30-06-2015,Baghpat,28.94,31.94,24.4,0.91,20.59
01-07-2015,Baghpat,28.94,32.76,2.96,1.27,23.79
02-07-2015,Baghpat,28.94,32.94,0.33,1.53,23.22
03-07-2015,Baghpat,28.94,34.27,1.19,3.25,23.12
04-07-2015,Baghpat,28.94,34.82,0.8,3.69,22.06
05-07-2015,Baghpat,28.94,34.81,7.17,2.84,20.61
06-07-2015,Baghpat,28.94,31.77,29.84,1.86,10.33
07-07-2015,Baghpat,28.94,31.36,15.31,0.77,16.78
08-07-2015,Baghpat,28.94,31.75,4.49,0.76,20.69
09-07-2015,Baghpat,28.94,31.38,3.42,1.43,14.22
10-07-2015,Baghpat,28.94,28.95,38.32,1.66,4.67
11-07-2015,Baghpat,28.94,28.04,98.39,1.61,4.99
12-07-2015,Baghpat,28.94,28.15,14.43,2.8,5.7
13-07-2015,Baghpat,28.94,28.71,6.3,0.9,23.6
14-07-2015,Baghpat,28.94,29.31,0.86,2.38,24.3
15-07-2015,Baghpat,28.94,29.87,1.26,3.49,24.6
16-07-2015,Baghpat,28.94,30.14,0.82,2.78,19.61
17-07-2015,Baghpat,28.94,29.85,5.77,1.26,17.64
18-07-2015,Baghpat,28.94,30.05,2.8,1.11,12.45
19-07-2015,Baghpat,28.94,29.54,1.77,0.96,18.43
20-07-2015,Baghpat,28.94,29.61,2.58,0.57,12.77
21-07-2015,Baghpat,28.94,30.26,2.91,0.92,20.67
22-07-2015,Baghpat,28.94,29.55,2.92,1.16,22.07
23-07-2015,Baghpat,28.94,29.45,0.25,1.6,22.09
24-07-2015,Baghpat,28.94,29.62,0.4,1.25,19.4
25-07-2015,Baghpat,28.94,29.41,11.65,1.25,22.15
26-07-2015,Baghpat,28.94,28.7,2.77,3.39,19.66
27-07-2015,Baghpat,28.94,28.61,2.74,2.77,22.46
28-07-2015,Baghpat,28.94,28.38,0.58,2.29,22.29
29-07-2015,Baghpat,28.94,28.2,0.01,2.73,14.91
30-07-2015,Baghpat,28.94,29.49,0.12,2.16,15.24
31-07-2015,Baghpat,28.94,28.92,9.28,2.26,14.19
01-08-2015,Baghpat,28.94,28.79,4.3,1.79,13.5
02-08-2015,Baghpat,28.94,28.58,3.31,1.01,19.99
03-08-2015,Baghpat,28.94,27.98,0.01,1.16,23.7
04-08-2015,Baghpat,28.94,30.7,0.05,1.2,20.12
05-08-2015,Baghpat,28.94,31.38,4.81,1.23,15.71
06-08-2015,Baghpat,28.94,30.96,8.52,1.73,13.18
07-08-2015,Baghpat,28.94,29.45,14.09,1.55,11.27
08-08-2015,Baghpat,28.94,29.1,30.37,1.96,7.05
09-08-2015,Baghpat,28.94,28.28,20.47,1.59,11.25
10-08-2015,Baghpat,28.94,29.84,6.63,0.96,15.92
11-08-2015,Baghpat,28.94,29.51,11.81,0.91,8.96
12-08-2015,Baghpat,28.94,29.23,4.88,1.07,20.99
13-08-2015,Baghpat,28.94,30.06,3.08,0.65,20.21
14-08-2015,Baghpat,28.94,30.28,1.31,0.81,11.75
15-08-2015,Baghpat,28.94,29.72,14.18,1.09,11
16-08-2015,Baghpat,28.94,28.77,7.47,1.22,16.83
17-08-2015,Baghpat,28.94,29.11,5.12,1.56,18.43
18-08-2015,Baghpat,28.94,29.38,7.32,1.9,19.81
19-08-2015,Baghpat,28.94,28.76,2.07,2.69,22.62
20-08-2015,Baghpat,28.94,27.95,17.37,2.82,20.51
21-08-2015,Baghpat,28.94,27.98,6.64,2.34,16.74
22-08-2015,Baghpat,28.94,27.99,13.49,1.87,20.28
23-08-2015,Baghpat,28.94,27.67,30.72,1.82,20.03
24-08-2015,Baghpat,28.94,27.63,4.24,2.52,22.55
25-08-2015,Baghpat,28.94,27.78,0,2.71,24.26
26-08-2015,Baghpat,28.94,27.78,0.18,2.36,22.43
27-08-2015,Baghpat,28.94,28.43,8.61,1.49,22.74
28-08-2015,Baghpat,28.94,28.59,0.39,1.77,20.28
29-08-2015,Baghpat,28.94,28.76,2.03,1.87,23.18
30-08-2015,Baghpat,28.94,28.45,0,2.35,22.19
31-08-2015,Baghpat,28.94,27.51,3,2.68,23.21
01-09-2015,Baghpat,28.94,27.4,0.07,2.89,23.93
02-09-2015,Baghpat,28.94,27.19,0.15,2.57,21.66
03-09-2015,Baghpat,28.94,27.33,3.1,1.99,21.59
04-09-2015,Baghpat,28.94,27.01,0.08,2.08,22.78
05-09-2015,Baghpat,28.94,26.74,0,2.45,24.05
06-09-2015,Baghpat,28.94,27.24,0,2.42,23.64
07-09-2015,Baghpat,28.94,27.66,0,2.35,23.47
08-09-2015,Baghpat,28.94,27.83,0,2.8,23.26
09-09-2015,Baghpat,28.94,28.32,0,2.88,23.49
10-09-2015,Baghpat,28.94,27.94,0,2.28,23.5
11-09-2015,Baghpat,28.94,28.1,0,1.81,22.71
12-09-2015,Baghpat,28.94,29.49,0.02,1.08,19.5
13-09-2015,Baghpat,28.94,30.01,0.01,0.87,19.93
14-09-2015,Baghpat,28.94,30.34,0.35,1.28,20.3
15-09-2015,Baghpat,28.94,30.75,0,1.09,20.16
16-09-2015,Baghpat,28.94,30.32,1.6,0.78,18.44
17-09-2015,Baghpat,28.94,30.81,0,0.67,17.71
18-09-2015,Baghpat,28.94,29.21,8.28,1.35,15.68
19-09-2015,Baghpat,28.94,29.03,6.89,1.56,17.84
20-09-2015,Baghpat,28.94,30.02,20.18,0.85,18.79
21-09-2015,Baghpat,28.94,30.22,2.41,0.72,18.68
22-09-2015,Baghpat,28.94,29.53,6.28,2.04,19.63
23-09-2015,Baghpat,28.94,27.08,0.57,2.66,18.55
24-09-2015,Baghpat,28.94,26.23,0,2.77,21.89
25-09-2015,Baghpat,28.94,26.15,0,2.03,21.65
26-09-2015,Baghpat,28.94,27.55,0.03,1.61,20.95
27-09-2015,Baghpat,28.94,27.94,0.02,1.49,19.8
28-09-2015,Baghpat,28.94,27.14,0.01,1.77,20.87
29-09-2015,Baghpat,28.94,26.61,0,2.06,21.12
30-09-2015,Baghpat,28.94,26.47,0,2.51,21.58
01-10-2015,Baghpat,28.94,26.65,0,1.87,21.19
02-10-2015,Baghpat,28.94,26.52,0,1.86,21.62
03-10-2015,Baghpat,28.94,27.27,0,1.77,21.2
04-10-2015,Baghpat,28.94,27.48,0,1,20.98
05-10-2015,Baghpat,28.94,28.61,0,0.98,20.45
06-10-2015,Baghpat,28.94,27.61,0,1.56,19.25
07-10-2015,Baghpat,28.94,27.31,0,1.82,18.31
08-10-2015,Baghpat,28.94,27.32,0,2.02,18.93
09-10-2015,Baghpat,28.94,27.87,0,2.04,20.38
10-10-2015,Baghpat,28.94,28.04,0,1.81,20.84
11-10-2015,Baghpat,28.94,28.64,0,1.46,20.15
12-10-2015,Baghpat,28.94,28.76,0,0.99,19.24
13-10-2015,Baghpat,28.94,27.93,2.11,1.14,16.73
14-10-2015,Baghpat,28.94,26.69,1.96,1.29,14.95
15-10-2015,Baghpat,28.94,26.62,0.33,0.97,15.7
16-10-2015,Baghpat,28.94,27.12,0.01,1.26,16.55
17-10-2015,Baghpat,28.94,26.76,0.05,1.41,16.17
18-10-2015,Baghpat,28.94,27.85,0,1.01,15.73
19-10-2015,Baghpat,28.94,28.21,0,1.27,15.71
20-10-2015,Baghpat,28.94,27.56,0,1.64,15.75
21-10-2015,Baghpat,28.94,24.94,0.14,1.68,15.54
22-10-2015,Baghpat,28.94,23.23,0,1.88,16.67
23-10-2015,Baghpat,28.94,23.24,0,1.98,18.11
24-10-2015,Baghpat,28.94,25.33,0,1.15,16.88
25-10-2015,Baghpat,28.94,25.18,0,1.36,16.17
26-10-2015,Baghpat,28.94,24.2,0.2,1.28,14.43
27-10-2015,Baghpat,28.94,22.93,1.04,1.69,14.15
28-10-2015,Baghpat,28.94,18.48,2.46,1.48,10.66
29-10-2015,Baghpat,28.94,20.86,0,0.95,14.96
30-10-2015,Baghpat,28.94,21.2,0.87,1.44,15.81
31-10-2015,Baghpat,28.94,22.22,0,1.3,14.72
01-11-2015,Baghpat,28.94,22.68,0,0.86,14.98
02-11-2015,Baghpat,28.94,22.88,0,1.1,14.62
03-11-2015,Baghpat,28.94,23.27,0,1.31,12.39
04-11-2015,Baghpat,28.94,24.02,0,0.9,13.31
05-11-2015,Baghpat,28.94,24.62,1.12,0.94,8.3
06-11-2015,Baghpat,28.94,23.38,0,1.29,13.07
07-11-2015,Baghpat,28.94,21.93,0,1.08,11.81
08-11-2015,Baghpat,28.94,21.98,0.04,0.98,11.03
09-11-2015,Baghpat,28.94,23.25,0,1.16,11.77
10-11-2015,Baghpat,28.94,22.86,0,1.5,10.89
11-11-2015,Baghpat,28.94,21.87,0,2.96,12.56
12-11-2015,Baghpat,28.94,21.34,0,2.56,14.1
13-11-2015,Baghpat,28.94,22.22,0,2.71,12.42
14-11-2015,Baghpat,28.94,22.9,0,2.47,11.66
15-11-2015,Baghpat,28.94,22.85,0,1.59,12.18
16-11-2015,Baghpat,28.94,21.47,0.01,2.29,12.18
17-11-2015,Baghpat,28.94,19.13,0,2.3,15.61
18-11-2015,Baghpat,28.94,18.45,0,1.89,15.62
19-11-2015,Baghpat,28.94,18.59,0,1.4,13.67
20-11-2015,Baghpat,28.94,19.31,0,1.2,13.15
21-11-2015,Baghpat,28.94,19.57,0,1.26,12.86
22-11-2015,Baghpat,28.94,19.4,0,1.58,11.93
23-11-2015,Baghpat,28.94,19.07,0,1.42,11.42
24-11-2015,Baghpat,28.94,19.21,0,2.15,12.03
25-11-2015,Baghpat,28.94,19.77,0,2.94,12.58
26-11-2015,Baghpat,28.94,20.46,0.27,1.32,10.23
27-11-2015,Baghpat,28.94,21.02,0.26,1.11,9.77
28-11-2015,Baghpat,28.94,20.33,0.04,2,8.17
29-11-2015,Baghpat,28.94,19.21,0,1.26,9.37
30-11-2015,Baghpat,28.94,19.95,0,1.25,10.02
01-12-2015,Baghpat,28.94,19.85,0,1.55,8.47
02-12-2015,Baghpat,28.94,18.14,0.47,1.76,7.87
03-12-2015,Baghpat,28.94,18.25,0,2.76,10.57
04-12-2015,Baghpat,28.94,17.54,0,2.31,13.06
05-12-2015,Baghpat,28.94,18.22,0,1.38,13.5
06-12-2015,Baghpat,28.94,18.42,0,0.92,11.42
07-12-2015,Baghpat,28.94,19.29,0,0.96,11.11
08-12-2015,Baghpat,28.94,19.29,0,1.05,12.02
09-12-2015,Baghpat,28.94,17.83,0,1.49,7.83
10-12-2015,Baghpat,28.94,18.75,0,1.57,10.06
11-12-2015,Baghpat,28.94,17.92,0.4,1.6,8.26
12-12-2015,Baghpat,28.94,15.19,0.01,2.25,7.62
13-12-2015,Baghpat,28.94,13.82,0,1.9,12.24
14-12-2015,Baghpat,28.94,13.26,0,2.57,12.93
15-12-2015,Baghpat,28.94,12.77,0,2.43,13.08
16-12-2015,Baghpat,28.94,15.04,0,0.94,12.85
17-12-2015,Baghpat,28.94,14.33,0,1.14,10.56
18-12-2015,Baghpat,28.94,12.66,0,2.44,10.97
19-12-2015,Baghpat,28.94,13.34,0,1.96,12.29
20-12-2015,Baghpat,28.94,13.44,0,1.17,10.81
21-12-2015,Baghpat,28.94,12.57,0,1.44,10.27
22-12-2015,Baghpat,28.94,13.02,0,1.17,8.83
23-12-2015,Baghpat,28.94,11.99,0,1.75,8.66
24-12-2015,Baghpat,28.94,11.99,0,2.91,11.3
25-12-2015,Baghpat,28.94,10.86,0,2.3,13.59
26-12-2015,Baghpat,28.94,14.13,0,2.84,13.04
27-12-2015,Baghpat,28.94,15.84,0,2.55,11.92
28-12-2015,Baghpat,28.94,17.32,0,2.9,12.3
29-12-2015,Baghpat,28.94,17.02,0,2.95,12.76
30-12-2015,Baghpat,28.94,16,0,1.68,13.21
31-12-2015,Baghpat,28.94,15.15,0,1.56,11.32
01-01-2016,Baghpat,28.94,15.59,0,1.56,12.91
02-01-2016,Baghpat,28.94,15.05,0,1.74,10.55
03-01-2016,Baghpat,28.94,14.97,0,2.17,12.19
04-01-2016,Baghpat,28.94,16.37,0,0.82,9.81
05-01-2016,Baghpat,28.94,19.67,0,0.93,11.48
06-01-2016,Baghpat,28.94,18.54,0,1.21,10.11
07-01-2016,Baghpat,28.94,18.5,0,1.02,9.83
08-01-2016,Baghpat,28.94,17.55,0,2.55,8.19
09-01-2016,Baghpat,28.94,15.06,0,3.24,13.81
10-01-2016,Baghpat,28.94,15.58,0,1.62,13.62
11-01-2016,Baghpat,28.94,17.05,0,0.92,13.47
12-01-2016,Baghpat,28.94,17.07,0,1.37,13.12
13-01-2016,Baghpat,28.94,15.69,0,1.39,9.4
14-01-2016,Baghpat,28.94,14.18,0,1.4,6.68
15-01-2016,Baghpat,28.94,13.26,0,1.73,5.1
16-01-2016,Baghpat,28.94,13.1,0,2.39,9.35
17-01-2016,Baghpat,28.94,13.32,0,1.03,8.43
18-01-2016,Baghpat,28.94,13.37,0,1.31,9.23
19-01-2016,Baghpat,28.94,13.08,0,1.38,6.39
20-01-2016,Baghpat,28.94,11.51,0,1.75,6.74
21-01-2016,Baghpat,28.94,11.43,0,2.16,10.94
22-01-2016,Baghpat,28.94,12.66,0,1.36,11.66
23-01-2016,Baghpat,28.94,13.67,0,1.31,14.03
24-01-2016,Baghpat,28.94,12.2,0,1.52,10.48
25-01-2016,Baghpat,28.94,11.43,0,1.59,11.13
26-01-2016,Baghpat,28.94,15.35,0,0.85,10.09
27-01-2016,Baghpat,28.94,15.61,0,1.19,12.14
28-01-2016,Baghpat,28.94,16,0,2.08,12.12
29-01-2016,Baghpat,28.94,18.58,0.02,1.01,10.79
30-01-2016,Baghpat,28.94,19.74,0.14,1.09,12.73
31-01-2016,Baghpat,28.94,17.78,0,2.36,8.27
01-02-2016,Baghpat,28.94,15,0,2.09,14.25
02-02-2016,Baghpat,28.94,13.43,0,1.89,16.66
03-02-2016,Baghpat,28.94,14.03,0,2.69,16.7
04-02-2016,Baghpat,28.94,14.57,0,2.06,16.9
05-02-2016,Baghpat,28.94,15.41,0,1.65,16.27
06-02-2016,Baghpat,28.94,17.06,0,1.48,15.1
07-02-2016,Baghpat,28.94,15.76,2.56,1.65,9.67
08-02-2016,Baghpat,28.94,15.56,0.01,1.47,14.75
09-02-2016,Baghpat,28.94,16.27,0,1.72,15.8
10-02-2016,Baghpat,28.94,17.26,0,1.3,14.96
11-02-2016,Baghpat,28.94,16.69,0,2.24,15.12
12-02-2016,Baghpat,28.94,15.66,0,1.51,15.43
13-02-2016,Baghpat,28.94,16.81,0,1.34,13.17
14-02-2016,Baghpat,28.94,15.81,0.33,1.74,15.97
15-02-2016,Baghpat,28.94,14.73,0,1.63,13.43
16-02-2016,Baghpat,28.94,15.75,0,1.69,15.17
17-02-2016,Baghpat,28.94,18.86,0.07,1.6,13.18
18-02-2016,Baghpat,28.94,22.02,0.2,1.99,6.9
19-02-2016,Baghpat,28.94,23.43,0.02,1.25,12.07
20-02-2016,Baghpat,28.94,22.43,2.93,1.66,12.07
21-02-2016,Baghpat,28.94,20.04,0,3.64,19.39
22-02-2016,Baghpat,28.94,19.34,0,3.56,20.69
23-02-2016,Baghpat,28.94,19.09,0,2.1,20.64
24-02-2016,Baghpat,28.94,21.14,0,1.14,20.1
25-02-2016,Baghpat,28.94,21.67,0,0.99,19.73
26-02-2016,Baghpat,28.94,21.84,0,1.38,17.8
27-02-2016,Baghpat,28.94,21.66,0,1.02,17.15
28-02-2016,Baghpat,28.94,22.66,0,0.73,16.38
29-02-2016,Baghpat,28.94,22.83,0,0.9,16.64
01-03-2016,Baghpat,28.94,22.83,0,1.41,17.15
02-03-2016,Baghpat,28.94,24.37,0,1.36,17.61
03-03-2016,Baghpat,28.94,24.5,0,2.07,17.54
04-03-2016,Baghpat,28.94,25.03,0,2.05,18.26
05-03-2016,Baghpat,28.94,24.42,1.17,1.76,15.2
06-03-2016,Baghpat,28.94,24.63,0.39,1.84,15.56
07-03-2016,Baghpat,28.94,23.21,0.33,1.73,18.66
08-03-2016,Baghpat,28.94,23.07,0,2.19,17.92
09-03-2016,Baghpat,28.94,22.49,0,1.94,20.56
10-03-2016,Baghpat,28.94,24.64,0,2.24,20.12
11-03-2016,Baghpat,28.94,26.4,3.29,1.81,15.41
12-03-2016,Baghpat,28.94,25.35,16.54,2.61,18.34
13-03-2016,Baghpat,28.94,22.54,0.78,2.18,20.21
