date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,sm_rootzone_m3m3
2015-01-01,Baghpat,28.94,15.54,0.0,1.14,7.78,0.1690305
2015-01-02,Baghpat,28.94,16.4,4.1,1.06,3.06,0.20121193
2015-01-03,Baghpat,28.94,14.3,11.06,1.0,4.97,0.21559525
2015-01-04,Baghpat,28.94,13.26,0.04,2.46,7.59,0.21080144
2015-01-05,Baghpat,28.94,12.96,0.03,4.19,12.95,0.20424525
2015-01-06,Baghpat,28.94,13.06,0.0,2.56,9.12,0.19836299
2015-01-07,Baghpat,28.94,12.35,0.0,2.11,6.11,0.19392395
2015-01-08,Baghpat,28.94,11.89,0.0,2.17,5.62,0.1894563
2015-01-09,Baghpat,28.94,11.12,0.0,1.77,7.19,0.18523407
2015-01-10,Baghpat,28.94,10.92,0.0,2.41,11.09,0.18160884
2015-01-11,Baghpat,28.94,11.67,0.0,2.25,8.26,0.17885081
2015-01-12,Baghpat,28.94,12.05,0.0,1.67,7.91,0.17639478
2015-01-13,Baghpat,28.94,12.23,0.0,1.57,9.49,0.17656326
2015-01-14,Baghpat,28.94,11.24,2.34,1.53,4.77,0.21812694
2015-01-15,Baghpat,28.94,11.57,0.0,1.61,9.94,0.22233073
2015-01-16,Baghpat,28.94,12.7,0.0,1.55,11.06,0.21398227
2015-01-17,Baghpat,28.94,13.29,0.0,2.23,11.38,0.20653407
2015-01-18,Baghpat,28.94,12.8,0.0,2.13,10.6,0.19948132
2015-01-19,Baghpat,28.94,12.82,0.0,1.66,8.79,0.19315529
2015-01-20,Baghpat,28.94,12.04,0.0,1.14,7.37,0.18781662
2015-01-21,Baghpat,28.94,13.47,2.61,1.34,8.36,0.23588307
2015-01-22,Baghpat,28.94,12.27,6.15,1.42,1.79,0.3500805
2015-01-23,Baghpat,28.94,13.25,2.72,1.27,9.57,0.33161035
2015-01-24,Baghpat,28.94,13.51,0.0,1.96,7.97,0.2992649
2015-01-25,Baghpat,28.94,12.41,0.0,1.68,8.52,0.2802817
2015-01-26,Baghpat,28.94,12.3,3.04,0.86,6.66,0.26517233
2015-01-27,Baghpat,28.94,12.88,0.0,2.09,8.87,0.25197792
2015-01-28,Baghpat,28.94,10.91,0.0,2.17,12.32,0.2412529
2015-01-29,Baghpat,28.94,10.47,0.0,2.23,15.11,0.2316405
2015-01-30,Baghpat,28.94,11.47,0.0,2.98,16.67,0.22277005
2015-01-31,Baghpat,28.94,12.64,0.0,2.56,16.11,0.21455638
2015-02-01,Baghpat,28.94,15.02,0.0,1.21,14.24,0.20834415
2015-02-02,Baghpat,28.94,15.9,0.11,1.86,12.01,0.22698466
2015-02-03,Baghpat,28.94,15.66,2.13,2.68,13.42,0.35712114
2015-02-04,Baghpat,28.94,14.43,0.45,2.31,10.8,0.3107268
2015-02-05,Baghpat,28.94,13.69,0.0,2.15,17.22,0.28633118
2015-02-06,Baghpat,28.94,14.26,0.0,1.36,16.63,0.2686583
2015-02-07,Baghpat,28.94,16.51,0.0,1.22,15.03,0.25397873
2015-02-08,Baghpat,28.94,17.21,0.0,1.85,14.42,0.24707158
2015-02-09,Baghpat,28.94,16.17,0.0,2.17,16.61,0.23617299
2015-02-10,Baghpat,28.94,15.37,0.0,2.19,17.01,0.22509956
2015-02-11,Baghpat,28.94,15.1,0.0,1.63,15.59,0.21517055
2015-02-12,Baghpat,28.94,14.98,0.0,2.1,15.61,0.2065347
2015-02-13,Baghpat,28.94,15.99,0.0,2.34,17.88,0.1982441
2015-02-14,Baghpat,28.94,19.16,0.0,1.42,17.43,0.1904583
2015-02-15,Baghpat,28.94,20.2,0.0,1.25,16.8,0.18372154
2015-02-16,Baghpat,28.94,19.28,0.0,1.82,14.02,0.18911362
2015-02-17,Baghpat,28.94,19.72,0.0,0.97,15.62,0.25680923
2015-02-18,Baghpat,28.94,20.52,0.0,1.1,14.42,0.3013223
2015-02-19,Baghpat,28.94,21.9,0.02,1.36,15.76,0.34318542
2015-02-20,Baghpat,28.94,21.28,3.18,1.34,16.76,0.3251597
2015-02-21,Baghpat,28.94,21.59,0.0,2.77,17.31,0.2956562
2015-02-22,Baghpat,28.94,21.88,0.0,3.28,18.88,0.27424812
2015-02-23,Baghpat,28.94,20.8,0.0,1.42,17.13,0.2585481
2015-02-24,Baghpat,28.94,21.35,0.0,1.13,12.47,0.24954414
2015-02-25,Baghpat,28.94,20.75,2.38,1.88,11.68,0.3460687
2015-02-26,Baghpat,28.94,15.96,0.26,1.68,18.9,0.32540575
2015-02-27,Baghpat,28.94,16.11,0.19,1.62,19.84,0.29978052
2015-02-28,Baghpat,28.94,18.12,0.56,1.15,17.46,0.27974573
2015-03-01,Baghpat,28.94,15.92,34.12,4.2,3.92,0.38779703
2015-03-02,Baghpat,28.94,16.48,31.16,2.68,9.87,0.41800436
2015-03-03,Baghpat,28.94,15.76,4.36,1.5,12.82,0.39279875
2015-03-04,Baghpat,28.94,15.38,0.01,2.2,20.05,0.36692175
2015-03-05,Baghpat,28.94,16.7,0.02,1.58,20.74,0.34606108
2015-03-06,Baghpat,28.94,18.03,0.1,1.94,19.83,0.329532
2015-03-07,Baghpat,28.94,19.52,2.9,1.27,14.39,0.34792075
2015-03-08,Baghpat,28.94,19.73,2.61,1.68,16.2,0.38093758
2015-03-09,Baghpat,28.94,15.77,3.02,2.3,21.02,0.37033144
2015-03-10,Baghpat,28.94,16.69,0.0,2.42,22.51,0.3420868
2015-03-11,Baghpat,28.94,18.09,0.0,1.85,21.3,0.32280096
2015-03-12,Baghpat,28.94,20.4,0.0,1.92,20.38,0.30588213
2015-03-13,Baghpat,28.94,21.16,0.06,1.19,12.93,0.30465952
2015-03-14,Baghpat,28.94,21.55,0.58,0.99,12.69,0.30287743
2015-03-15,Baghpat,28.94,19.15,3.95,3.23,5.12,0.35113207
2015-03-16,Baghpat,28.94,18.99,4.87,2.15,17.9,0.3579712
2015-03-17,Baghpat,28.94,19.91,0.0,2.61,21.57,0.33196577
2015-03-18,Baghpat,28.94,19.58,0.0,3.18,22.53,0.30711618
2015-03-19,Baghpat,28.94,20.12,0.0,2.08,23.4,0.2876905
2015-03-20,Baghpat,28.94,21.86,0.0,1.96,23.04,0.27059174
2015-03-21,Baghpat,28.94,23.21,0.0,2.07,22.58,0.2551613
2015-03-22,Baghpat,28.94,24.59,0.0,2.86,22.81,0.24019177
2015-03-23,Baghpat,28.94,24.99,0.0,2.52,23.18,0.22627957
2015-03-24,Baghpat,28.94,26.36,0.0,1.46,24.01,0.2140255
2015-03-25,Baghpat,28.94,27.39,0.0,0.98,22.14,0.20289803
2015-03-26,Baghpat,28.94,27.24,0.0,1.59,21.19,0.1932265
2015-03-27,Baghpat,28.94,27.43,0.01,2.32,22.75,0.1837775
2015-03-28,Baghpat,28.94,26.7,0.0,2.01,24.44,0.17526054
2015-03-29,Baghpat,28.94,23.86,4.42,2.57,9.97,0.17410786
2015-03-30,Baghpat,28.94,20.6,8.42,2.9,18.72,0.1915315
2015-03-31,Baghpat,28.94,24.23,0.05,1.53,21.55,0.19141896
2015-04-01,Baghpat,28.94,26.29,0.42,1.21,20.62,0.18993886
2015-04-02,Baghpat,28.94,26.88,0.41,1.33,22.75,0.18892479
2015-04-03,Baghpat,28.94,24.0,8.09,2.12,16.22,0.24747784
2015-04-04,Baghpat,28.94,20.12,15.16,0.96,15.96,0.32681847
2015-04-05,Baghpat,28.94,22.77,0.01,1.18,24.32,0.28908157
2015-04-06,Baghpat,28.94,23.75,0.0,1.83,24.36,0.2576262
2015-04-07,Baghpat,28.94,24.98,0.25,1.12,20.42,0.24592781
2015-04-08,Baghpat,28.94,24.56,0.48,1.8,24.45,0.23320071
2015-04-09,Baghpat,28.94,24.56,0.05,2.63,26.76,0.21440506
2015-04-10,Baghpat,28.94,25.56,0.0,2.49,26.52,0.19789822
2015-04-11,Baghpat,28.94,28.04,0.0,1.19,23.84,0.18495496
2015-04-12,Baghpat,28.94,26.7,1.8,0.91,12.12,0.1893069
2015-04-13,Baghpat,28.94,25.06,1.62,1.62,17.2,0.2748464
2015-04-14,Baghpat,28.94,25.48,1.57,1.04,21.53,0.2524414
2015-04-15,Baghpat,28.94,27.05,2.12,0.96,21.63,0.23148282
2015-04-16,Baghpat,28.94,27.0,0.58,1.71,15.88,0.21429761
2015-04-17,Baghpat,28.94,27.35,0.1,3.57,24.34,0.19826443
2015-04-18,Baghpat,28.94,29.82,0.0,3.18,24.4,0.18280537
2015-04-19,Baghpat,28.94,31.62,0.0,1.84,25.15,0.1697057
2015-04-20,Baghpat,28.94,31.1,0.09,2.11,22.73,0.16064072
2015-04-21,Baghpat,28.94,30.43,0.0,2.34,24.2,0.15454356
2015-04-22,Baghpat,28.94,29.31,0.0,2.9,27.22,0.1498483
2015-04-23,Baghpat,28.94,30.59,0.0,1.69,26.97,0.14652126
2015-04-24,Baghpat,28.94,33.37,0.0,0.91,26.54,0.1438427
2015-04-25,Baghpat,28.94,32.0,0.0,1.5,26.88,0.14587848
2015-04-26,Baghpat,28.94,28.49,0.09,2.87,25.33,0.14750798
2015-04-27,Baghpat,28.94,29.74,2.86,2.47,23.66,0.15136147
2015-04-28,Baghpat,28.94,31.3,0.2,1.77,23.56,0.15931892
2015-04-29,Baghpat,28.94,31.55,0.13,1.47,25.47,0.1557471
2015-04-30,Baghpat,28.94,31.74,0.0,1.89,25.59,0.15815099
2015-05-01,Baghpat,28.94,31.32,1.63,1.0,25.17,0.15830867
2015-05-02,Baghpat,28.94,30.64,0.15,1.97,25.84,0.15232277
2015-05-03,Baghpat,28.94,31.1,0.0,1.59,26.52,0.14784496
2015-05-04,Baghpat,28.94,31.74,0.0,1.7,27.72,0.14466794
2015-05-05,Baghpat,28.94,31.75,0.0,2.06,26.76,0.14225261
2015-05-06,Baghpat,28.94,32.88,0.0,3.27,27.0,0.14055252
2015-05-07,Baghpat,28.94,33.66,0.0,2.98,26.45,0.13938968
2015-05-08,Baghpat,28.94,34.44,0.0,3.31,26.4,0.13854218
2015-05-09,Baghpat,28.94,34.55,0.0,1.5,25.04,0.1380202
2015-05-10,Baghpat,28.94,34.85,0.0,1.58,26.03,0.13771121
2015-05-11,Baghpat,28.94,36.02,0.1,1.43,23.26,0.13829231
2015-05-12,Baghpat,28.94,35.02,0.88,1.13,25.52,0.14141846
2015-05-13,Baghpat,28.94,33.77,0.18,1.81,16.08,0.15487544
2015-05-14,Baghpat,28.94,32.75,0.96,1.47,25.87,0.16147487
2015-05-15,Baghpat,28.94,33.25,0.11,2.64,22.83,0.1740017
2015-05-16,Baghpat,28.94,34.01,1.22,1.19,26.78,0.17662938
2015-05-17,Baghpat,28.94,34.79,0.0,1.6,27.32,0.16373317
2015-05-18,Baghpat,28.94,36.91,0.0,1.52,26.81,0.15460396
2015-05-19,Baghpat,28.94,37.85,0.0,2.81,18.29,0.15555382
2015-05-20,Baghpat,28.94,36.09,0.48,4.25,27.18,0.15288989
2015-05-21,Baghpat,28.94,36.23,0.0,4.21,27.91,0.14761226
2015-05-22,Baghpat,28.94,36.88,0.0,3.93,28.57,0.14386494
2015-05-23,Baghpat,28.94,36.86,0.0,3.97,26.9,0.14168103
2015-05-24,Baghpat,28.94,37.17,0.04,2.45,25.86,0.14230347
2015-05-25,Baghpat,28.94,37.44,0.0,2.56,25.01,0.14172173
2015-05-26,Baghpat,28.94,36.42,0.0,3.38,26.79,0.13980167
2015-05-27,Baghpat,28.94,35.32,0.28,3.33,30.25,0.13869603
2015-05-28,Baghpat,28.94,35.25,0.0,2.66,26.19,0.13808186
2015-05-29,Baghpat,28.94,36.64,0.04,2.98,25.58,0.137729
2015-05-30,Baghpat,28.94,36.9,0.0,3.0,27.41,0.13754718
2015-05-31,Baghpat,28.94,36.31,0.0,2.33,24.38,0.13839085
2015-06-01,Baghpat,28.94,35.92,0.33,1.77,16.41,0.13985507
2015-06-02,Baghpat,28.94,34.27,1.16,1.35,24.41,0.15259235
2015-06-03,Baghpat,28.94,34.81,0.31,1.28,21.2,0.15463448
2015-06-04,Baghpat,28.94,34.99,0.11,1.78,25.86,0.15137355
2015-06-05,Baghpat,28.94,35.0,0.51,2.07,27.09,0.14750798
2015-06-06,Baghpat,28.94,35.28,0.0,2.45,26.81,0.14432716
2015-06-07,Baghpat,28.94,36.41,0.0,2.4,27.36,0.14184888
2015-06-08,Baghpat,28.94,37.98,0.0,2.67,27.42,0.14000003
2015-06-09,Baghpat,28.94,38.92,0.0,4.25,20.22,0.13885498
2015-06-10,Baghpat,28.94,36.84,0.0,5.57,23.35,0.13824336
2015-06-11,Baghpat,28.94,37.82,0.13,4.6,23.92,0.13836925
2015-06-12,Baghpat,28.94,37.52,0.0,4.22,25.66,0.13830502
2015-06-13,Baghpat,28.94,35.46,11.69,2.92,19.52,0.14198558
2015-06-14,Baghpat,28.94,32.48,6.73,1.88,12.94,0.18271828
2015-06-15,Baghpat,28.94,33.75,0.0,1.49,20.45,0.20469029
2015-06-16,Baghpat,28.94,34.3,0.02,1.68,24.57,0.19310951
2015-06-17,Baghpat,28.94,35.17,0.0,2.05,24.35,0.1758213
2015-06-18,Baghpat,28.94,36.02,0.63,1.38,24.47,0.16219711
2015-06-19,Baghpat,28.94,37.16,0.14,1.64,21.42,0.15404129
2015-06-20,Baghpat,28.94,36.39,2.64,1.9,21.6,0.15081279
2015-06-21,Baghpat,28.94,35.23,8.84,0.84,18.84,0.15340614
2015-06-22,Baghpat,28.94,35.52,0.27,0.85,22.92,0.16481526
2015-06-23,Baghpat,28.94,36.06,2.69,1.35,23.98,0.15745544
2015-06-24,Baghpat,28.94,34.07,1.85,1.7,18.63,0.22560692
2015-06-25,Baghpat,28.94,28.59,36.34,1.68,8.8,0.36161932
2015-06-26,Baghpat,28.94,32.12,0.0,3.49,25.17,0.31163725
2015-06-27,Baghpat,28.94,33.08,0.44,3.74,23.9,0.279534
2015-06-28,Baghpat,28.94,34.18,0.02,2.79,24.31,0.25385475
2015-06-29,Baghpat,28.94,33.38,8.32,1.78,19.52,0.23332722
2015-06-30,Baghpat,28.94,31.94,24.4,0.91,20.59,0.219553
2015-07-01,Baghpat,28.94,32.76,2.96,1.27,23.79,0.20875359
2015-07-02,Baghpat,28.94,32.94,0.33,1.53,23.22,0.20092201
2015-07-03,Baghpat,28.94,34.27,1.19,3.25,23.12,0.19384702
2015-07-04,Baghpat,28.94,34.82,0.8,3.69,22.06,0.18884785
2015-07-05,Baghpat,28.94,34.81,7.17,2.84,20.61,0.24707286
2015-07-06,Baghpat,28.94,31.77,29.84,1.86,10.33,0.34558424
2015-07-07,Baghpat,28.94,31.36,15.31,0.77,16.78,0.37383208
2015-07-08,Baghpat,28.94,31.75,4.49,0.76,20.69,0.39190736
2015-07-09,Baghpat,28.94,31.38,3.42,1.43,14.22,0.39840445
2015-07-10,Baghpat,28.94,28.95,38.32,1.66,4.67,0.42692694
2015-07-11,Baghpat,28.94,28.04,98.39,1.61,4.99,0.43029657
2015-07-12,Baghpat,28.94,28.15,14.43,2.8,5.7,0.4189612
2015-07-13,Baghpat,28.94,28.71,6.3,0.9,23.6,0.38856444
2015-07-14,Baghpat,28.94,29.31,0.86,2.38,24.3,0.36980247
2015-07-15,Baghpat,28.94,29.87,1.26,3.49,24.6,0.34807906
2015-07-16,Baghpat,28.94,30.14,0.82,2.78,19.61,0.36976305
2015-07-17,Baghpat,28.94,29.85,5.77,1.26,17.64,0.42018
2015-07-18,Baghpat,28.94,30.05,2.8,1.11,12.45,0.4083754
2015-07-19,Baghpat,28.94,29.54,1.77,0.96,18.43,0.41386923
2015-07-20,Baghpat,28.94,29.61,2.58,0.57,12.77,0.4101747
2015-07-21,Baghpat,28.94,30.26,2.91,0.92,20.67,0.40072823
2015-07-22,Baghpat,28.94,29.55,2.92,1.16,22.07,0.3856074
2015-07-23,Baghpat,28.94,29.45,0.25,1.6,22.09,0.36974016
2015-07-24,Baghpat,28.94,29.62,0.4,1.25,19.4,0.36419106
2015-07-25,Baghpat,28.94,29.41,11.65,1.25,22.15,0.35925674
2015-07-26,Baghpat,28.94,28.7,2.77,3.39,19.66,0.3528169
2015-07-27,Baghpat,28.94,28.61,2.74,2.77,22.46,0.33774123
2015-07-28,Baghpat,28.94,28.38,0.58,2.29,22.29,0.32573318
2015-07-29,Baghpat,28.94,28.2,0.01,2.73,14.91,0.31289926
2015-07-30,Baghpat,28.94,29.49,0.12,2.16,15.24,0.31607437
2015-07-31,Baghpat,28.94,28.92,9.28,2.26,14.19,0.321558
2015-08-01,Baghpat,28.94,28.79,4.3,1.79,13.5,0.3597641
2015-08-02,Baghpat,28.94,28.58,3.31,1.01,19.99,0.35931778
2015-08-03,Baghpat,28.94,27.98,0.01,1.16,23.7,0.35109392
2015-08-04,Baghpat,28.94,30.7,0.05,1.2,20.12,0.3424015
2015-08-05,Baghpat,28.94,31.38,4.81,1.23,15.71,0.36878332
2015-08-06,Baghpat,28.94,30.96,8.52,1.73,13.18,0.38070998
2015-08-07,Baghpat,28.94,29.45,14.09,1.55,11.27,0.39598975
2015-08-08,Baghpat,28.94,29.1,30.37,1.96,7.05,0.42986426
2015-08-09,Baghpat,28.94,28.28,20.47,1.59,11.25,0.41660818
2015-08-10,Baghpat,28.94,29.84,6.63,0.96,15.92,0.42212167
2015-08-11,Baghpat,28.94,29.51,11.81,0.91,8.96,0.42064157
2015-08-12,Baghpat,28.94,29.23,4.88,1.07,20.99,0.40623918
2015-08-13,Baghpat,28.94,30.06,3.08,0.65,20.21,0.38759676
2015-08-14,Baghpat,28.94,30.28,1.31,0.81,11.75,0.40344238
2015-08-15,Baghpat,28.94,29.72,14.18,1.09,11.0,0.40765953
2015-08-16,Baghpat,28.94,28.77,7.47,1.22,16.83,0.39880118
2015-08-17,Baghpat,28.94,29.11,5.12,1.56,18.43,0.3822085
2015-08-18,Baghpat,28.94,29.38,7.32,1.9,19.81,0.38360086
2015-08-19,Baghpat,28.94,28.76,2.07,2.69,22.62,0.39432144
2015-08-20,Baghpat,28.94,27.95,17.37,2.82,20.51,0.3686428
2015-08-21,Baghpat,28.94,27.98,6.64,2.34,16.74,0.35475412
2015-08-22,Baghpat,28.94,27.99,13.49,1.87,20.28,0.36788496
2015-08-23,Baghpat,28.94,27.67,30.72,1.82,20.03,0.38434854
2015-08-24,Baghpat,28.94,27.63,4.24,2.52,22.55,0.36343893
2015-08-25,Baghpat,28.94,27.78,0.0,2.71,24.26,0.34065756
2015-08-26,Baghpat,28.94,27.78,0.18,2.36,22.43,0.3284861
2015-08-27,Baghpat,28.94,28.43,8.61,1.49,22.74,0.3213539
2015-08-28,Baghpat,28.94,28.59,0.39,1.77,20.28,0.31272125
2015-08-29,Baghpat,28.94,28.76,2.03,1.87,23.18,0.29959998
2015-08-30,Baghpat,28.94,28.45,0.0,2.35,22.19,0.28947893
2015-08-31,Baghpat,28.94,27.51,3.0,2.68,23.21,0.27517447
2015-09-01,Baghpat,28.94,27.4,0.07,2.89,23.93,0.25984064
2015-09-02,Baghpat,28.94,27.19,0.15,2.57,21.66,0.2460715
2015-09-03,Baghpat,28.94,27.33,3.1,1.99,21.59,0.23372714
2015-09-04,Baghpat,28.94,27.01,0.08,2.08,22.78,0.22360039
2015-09-05,Baghpat,28.94,26.74,0.0,2.45,24.05,0.21328354
2015-09-06,Baghpat,28.94,27.24,0.0,2.42,23.64,0.20352364
2015-09-07,Baghpat,28.94,27.66,0.0,2.35,23.47,0.19464874
2015-09-08,Baghpat,28.94,27.83,0.0,2.8,23.26,0.18697612
2015-09-09,Baghpat,28.94,28.32,0.0,2.88,23.49,0.1796341
2015-09-10,Baghpat,28.94,27.94,0.0,2.28,23.5,0.17344983
2015-09-11,Baghpat,28.94,28.1,0.0,1.81,22.71,0.16843541
2015-09-12,Baghpat,28.94,29.49,0.02,1.08,19.5,0.16452534
2015-09-13,Baghpat,28.94,30.01,0.01,0.87,19.93,0.1612854
2015-09-14,Baghpat,28.94,30.34,0.35,1.28,20.3,0.15816815
2015-09-15,Baghpat,28.94,30.75,0.0,1.09,20.16,0.15551376
2015-09-16,Baghpat,28.94,30.32,1.6,0.78,18.44,0.15366618
2015-09-17,Baghpat,28.94,30.81,0.0,0.67,17.71,0.15233612
2015-09-18,Baghpat,28.94,29.21,8.28,1.35,15.68,0.16379929
2015-09-19,Baghpat,28.94,29.03,6.89,1.56,17.84,0.35649744
2015-09-20,Baghpat,28.94,30.02,20.18,0.85,18.79,0.34511885
2015-09-21,Baghpat,28.94,30.22,2.41,0.72,18.68,0.34735617
2015-09-22,Baghpat,28.94,29.53,6.28,2.04,19.63,0.36232057
2015-09-23,Baghpat,28.94,27.08,0.57,2.66,18.55,0.3275477
2015-09-24,Baghpat,28.94,26.23,0.0,2.77,21.89,0.29615846
2015-09-25,Baghpat,28.94,26.15,0.0,2.03,21.65,0.27557817
2015-09-26,Baghpat,28.94,27.55,0.03,1.61,20.95,0.25795045
2015-09-27,Baghpat,28.94,27.94,0.02,1.49,19.8,0.24175198
2015-09-28,Baghpat,28.94,27.14,0.01,1.77,20.87,0.22690837
2015-09-29,Baghpat,28.94,26.61,0.0,2.06,21.12,0.21392505
2015-09-30,Baghpat,28.94,26.47,0.0,2.51,21.58,0.20195134
2015-10-01,Baghpat,28.94,26.65,0.0,1.87,21.19,0.19208781
2015-10-02,Baghpat,28.94,26.52,0.0,1.86,21.62,0.18348758
2015-10-03,Baghpat,28.94,27.27,0.0,1.77,21.2,0.17591667
2015-10-04,Baghpat,28.94,27.48,0.0,1.0,20.98,0.16963132
2015-10-05,Baghpat,28.94,28.61,0.0,0.98,20.45,0.1645031
2015-10-06,Baghpat,28.94,27.61,0.0,1.56,19.25,0.16032855
2015-10-07,Baghpat,28.94,27.31,0.0,1.82,18.31,0.15680122
2015-10-08,Baghpat,28.94,27.32,0.0,2.02,18.93,0.1539828
2015-10-09,Baghpat,28.94,27.87,0.0,2.04,20.38,0.15176137
2015-10-10,Baghpat,28.94,28.04,0.0,1.81,20.84,0.14983241
2015-10-11,Baghpat,28.94,28.64,0.0,1.46,20.15,0.14825249
2015-10-12,Baghpat,28.94,28.76,0.0,0.99,19.24,0.14696948
2015-10-13,Baghpat,28.94,27.93,2.11,1.14,16.73,0.14909554
2015-10-14,Baghpat,28.94,26.69,1.96,1.29,14.95,0.19154803
2015-10-15,Baghpat,28.94,26.62,0.33,0.97,15.7,0.21704738
2015-10-16,Baghpat,28.94,27.12,0.01,1.26,16.55,0.20462799
2015-10-17,Baghpat,28.94,26.76,0.05,1.41,16.17,0.19254811
2015-10-18,Baghpat,28.94,27.85,0.0,1.01,15.73,0.18250339
2015-10-19,Baghpat,28.94,28.21,0.0,1.27,15.71,0.1769244
2015-10-20,Baghpat,28.94,27.56,0.0,1.64,15.75,0.17310143
2015-10-21,Baghpat,28.94,24.94,0.14,1.68,15.54,0.16694133
2015-10-22,Baghpat,28.94,23.23,0.0,1.88,16.67,0.161115
2015-10-23,Baghpat,28.94,23.24,0.0,1.98,18.11,0.15669887
2015-10-24,Baghpat,28.94,25.33,0.0,1.15,16.88,0.15347736
2015-10-25,Baghpat,28.94,25.18,0.0,1.36,16.17,0.1514117
2015-10-26,Baghpat,28.94,24.2,0.2,1.28,14.43,0.16542561
2015-10-27,Baghpat,28.94,22.93,1.04,1.69,14.15,0.16085243
2015-10-28,Baghpat,28.94,18.48,2.46,1.48,10.66,0.16091602
2015-10-29,Baghpat,28.94,20.86,0.0,0.95,14.96,0.1614329
2015-10-30,Baghpat,28.94,21.2,0.87,1.44,15.81,0.15801112
2015-10-31,Baghpat,28.94,22.22,0.0,1.3,14.72,0.15508842
2015-11-01,Baghpat,28.94,22.68,0.0,0.86,14.98,0.15276463
2015-11-02,Baghpat,28.94,22.88,0.0,1.1,14.62,0.15081914
2015-11-03,Baghpat,28.94,23.27,0.0,1.31,12.39,0.14933968
2015-11-04,Baghpat,28.94,24.02,0.0,0.9,13.31,0.14856656
2015-11-05,Baghpat,28.94,24.62,1.12,0.94,8.3,0.16226833
2015-11-06,Baghpat,28.94,23.38,0.0,1.29,13.07,0.16125934
2015-11-07,Baghpat,28.94,21.93,0.0,1.08,11.81,0.16092174
2015-11-08,Baghpat,28.94,21.98,0.04,0.98,11.03,0.16103363
2015-11-09,Baghpat,28.94,23.25,0.0,1.16,11.77,0.1592172
2015-11-10,Baghpat,28.94,22.86,0.0,1.5,10.89,0.15930748
2015-11-11,Baghpat,28.94,21.87,0.0,2.96,12.56,0.15836398
2015-11-12,Baghpat,28.94,21.34,0.0,2.56,14.1,0.15531349
2015-11-13,Baghpat,28.94,22.22,0.0,2.71,12.42,0.15294202
2015-11-14,Baghpat,28.94,22.9,0.0,2.47,11.66,0.15098
2015-11-15,Baghpat,28.94,22.85,0.0,1.59,12.18,0.14952151
2015-11-16,Baghpat,28.94,21.47,0.01,2.29,12.18,0.15297444
2015-11-17,Baghpat,28.94,19.13,0.0,2.3,15.61,0.150863
2015-11-18,Baghpat,28.94,18.45,0.0,1.89,15.62,0.1492335
2015-11-19,Baghpat,28.94,18.59,0.0,1.4,13.67,0.1479721
2015-11-20,Baghpat,28.94,19.31,0.0,1.2,13.15,0.14688428
2015-11-21,Baghpat,28.94,19.57,0.0,1.26,12.86,0.14588992
2015-11-22,Baghpat,28.94,19.4,0.0,1.58,11.93,0.1450367
2015-11-23,Baghpat,28.94,19.07,0.0,1.42,11.42,0.14425914
2015-11-24,Baghpat,28.94,19.21,0.0,2.15,12.03,0.14354897
2015-11-25,Baghpat,28.94,19.77,0.0,2.94,12.58,0.14292271
2015-11-26,Baghpat,28.94,20.46,0.27,1.32,10.23,0.14238167
2015-11-27,Baghpat,28.94,21.02,0.26,1.11,9.77,0.1457653
2015-11-28,Baghpat,28.94,20.33,0.04,2.0,8.17,0.15160815
2015-11-29,Baghpat,28.94,19.21,0.0,1.26,9.37,0.15127055
2015-11-30,Baghpat,28.94,19.95,0.0,1.25,10.02,0.15009372
2015-12-01,Baghpat,28.94,19.85,0.0,1.55,8.47,0.14892705
2015-12-02,Baghpat,28.94,18.14,0.47,1.76,7.87,0.1480732
2015-12-03,Baghpat,28.94,18.25,0.0,2.76,10.57,0.14730899
2015-12-04,Baghpat,28.94,17.54,0.0,2.31,13.06,0.14647801
2015-12-05,Baghpat,28.94,18.22,0.0,1.38,13.5,0.14570682
2015-12-06,Baghpat,28.94,18.42,0.0,0.92,11.42,0.14498584
2015-12-07,Baghpat,28.94,19.29,0.0,0.96,11.11,0.14431255
2015-12-08,Baghpat,28.94,19.29,0.0,1.05,12.02,0.14376576
2015-12-09,Baghpat,28.94,17.83,0.0,1.49,7.83,0.14355533
2015-12-10,Baghpat,28.94,18.75,0.0,1.57,10.06,0.14509964
2015-12-11,Baghpat,28.94,17.92,0.4,1.6,8.26,0.1522007
2015-12-12,Baghpat,28.94,15.19,0.01,2.25,7.62,0.15108363
2015-12-13,Baghpat,28.94,13.82,0.0,1.9,12.24,0.15013504
2015-12-14,Baghpat,28.94,13.26,0.0,2.57,12.93,0.14914449
2015-12-15,Baghpat,28.94,12.77,0.0,2.43,13.08,0.14822452
2015-12-16,Baghpat,28.94,15.04,0.0,0.94,12.85,0.14741325
2015-12-17,Baghpat,28.94,14.33,0.0,1.14,10.56,0.14670308
2015-12-18,Baghpat,28.94,12.66,0.0,2.44,10.97,0.14607048
2015-12-19,Baghpat,28.94,13.34,0.0,1.96,12.29,0.14548619
2015-12-20,Baghpat,28.94,13.44,0.0,1.17,10.81,0.14495723
2015-12-21,Baghpat,28.94,12.57,0.0,1.44,10.27,0.14444606
2015-12-22,Baghpat,28.94,13.02,0.0,1.17,8.83,0.14401753
2015-12-23,Baghpat,28.94,11.99,0.0,1.75,8.66,0.14360301
